case_number,class,class_idx,seed,prompt
3487,1198,1188,2898724741,"a powerful energy psychedelic matrix woman, by alexander fedosav, hyper detailed digital matte painting, concept art, hyperrealism, 1 6 k resolution, cinema 4 d, 8 k resolution, trending on artstation, behance hd, a masterpiece, by stephan martiniere, particles, cel - shaded, power bright neon energy, by david a. hardy, "
3488,1738,1721,2251848959,"masterpiece concept painting of Olivia culpo as marie antoinette by Yoshitaka Amano, digital art, artstation"
3489,444,441,866609629,"face centered portrait, artwork by james jean, hyperdetailed realistic smooth polished porcelain, millie bobby brown as beautiful russian queen, jean delville, art nouveau, gustav klimt, ornate copper patina gothic icon, james jean, ultrasharp hyperdetailed photorealistic octane render "
3490,1315,1305,2438900735,"promotional image of bald Gary Coleman as Thanos in Avengers: Endgame (2019), dynamic action shot, movie still frame, promotional image, imax 70 mm footage"
3491,1158,1149,1627200424,"oil painting closeup of Sumikkogurashi Zassou flying in front of a swirling galaxy, shimmering stars, milky way"
3492,993,984,793350015,"a simple and beautiful detailed concept art that is digitally painted of a serene landscape that looks like it's from star wars movie by Zdzisław Beksiński and Artem Demura and John Howe, featured on artstation, featured on behance, golden ratio, ultrawide angle, f32, well composed"
3493,41,40,2656189118,Scene from the 1954 science fiction film The Terminator
3494,618,614,3313783167,"Lavender Fields in full bloom, Leonardo da Vinci painting, sunrise, beautiful scene"
3495,577,573,1090843478,"renaissance painting of a Calico cat in a suit of armor, artstation, highly detailed"
3496,699,692,218886241,"artwork about a road to freedom, by augusto giacometti. atmospheric ambiance. depth of field and tridimensional perspective. lighthearted mood. hd. "
3497,1039,1030,202781898,"psychedelic tron legacy organic cyborg, hyper realistic, ambient lighting, concept art, intricate, hyper detailed, smooth, dynamic volumetric lighting, octane, raytrace, cinematic, high quality, high resolution, 4 k, cgsociety, rutkowski, gurney, mucha, art nouveau "
3498,1876,1859,1795827478,mix of nice ( france ) and los angeles ( ca ) ; artstation 
3499,767,760,3639598436," close up Cyberpunk Post Nuclear City Fallout in borderland cargo favela style vivid colorful white wall fortress neon led glow Hyperrealistic CGI Photorealistic cinematic volume lighting fanart on ArtStation  concept art , by Stanley Artgerm Lau, WLOP, Rossdraws, James Jean, Andrei Riabovitchev, Marc Simonetti, Yoshitaka Amano,  "
3500,265,264,3397918465,"peter paul rubens as consequences of wars with mecha gundam invited, random content position, delete duplicate content, photorealistic details content, human face content detailed, incrinate, masterpiece, ultra detailed human structures. "
3501,1912,1894,2423599871,"Walter White on Nintendo 64, screenshot"
3502,766,759,2767910888,"Joker wearing vader's armor suit, cosplay, full character, artstation, highly detailed, highly realistic"
3503,1993,1975,655635071,"asuka looking down at shinji, evangelion scene, anime scene, condescending, anime, digital art "
3504,1531,1519,3532345607,"Wide shot of a chrome spaceship in  battle, explosions and purple lasers. Asteroid belt. Scenic view, in the void of space, underexposed, matte painting by Craig mullins and Emmanuel_Shiu and john berkey, cinematic, dark sci-fi, concept art trending on artstation, 4k, insane details, ultra realistic"
3505,1970,1952,1018495904,"( cyberpunk 2 0 7 7, bladerunner 2 0 4 9 ), a complex thick bifurcated robotic cnc surgical arm cybernetic symbiosis hybrid mri 3 d printer machine making a bio chemical lab, art by artgerm and greg rutkowski and alphonse mucha, drone lens orbs, global illumination, octane render, architectural, f 3 2, "
3506,1621,1606,123,"symmetrical detailed sculpture of an owl, made of Kyber"
3507,1243,1233,4169030029,"portrait of midnight songwriter, anime fantasy illustration by tomoyuki yamasaki, kyoto studio, madhouse, ufotable, trending on artstation "
3508,1848,1831,2695625561,a peonie flower. shin hanga and kawanabe kyosai and cory loftis and rossdraws and wlop and jung gi kim rule of thirds 
3509,1628,1612,29416753,"two cats are fighting with swords on a soft sofa. fantastic painting. stylized background, cinematic lighting, maya, pixar, unreal engine, artstation "
3510,781,774,1286081691,painting by chris pepper 
3511,1738,1721,624806975,portrait_of_a_melting_liquid_skull._intricate_abstract._intricate_artwork._by_Tooth_Wu_wlop_beeple_dan_mumford._octane_render_trending_on_artstation suitable for album cover artwork
3512,839,831,4267613559,"clear blue ocean waters splitting apart to reveal ocean floor, whimsical surrealism, dream recording, 4 k, award - winning, octane render, deep - space imaging, unreal, art by salvador dali, by greg rutkowski "
3513,387,384,347706468,"a incredibly detailed portrait photo of bruce lee, photorealistic, sharp focus, octane, 1 9 2 0 s "
3514,610,606,3084111570,"matt damon, hyperrealistic portrait, bladerunner street, art of elysium by jeremy mann and alphonse mucha, fantasy art, photo realistic, dynamic lighting, artstation, poster, volumetric lighting, very detailed face, 4 k, award winning "
3515,272,271,1512094237,"fantasy list, medal, metal, detail, transformers, fantasy art, oil painting "
3516,1384,1373,3602715505,"by waterhouse, by beksinski, by mucha, high quality, color photography portrait of futurism yokai, facing camera, photorealistic, highly detailed, haunting, occult, dreamlike, extremely detailed, intricate, dramatic lighting, octane render, 8 k "
3517,1015,1006,2720618643,"landscape photo on lush warm alien beach, night, arching milkyway, sea lit by neon electric psychadelic coral, imposing wave face near shore unbroken ,Jungle, Mountains, lush, cinematic, Lumion rendering, photo realistic, 8k octane render UHD, bright volumetric dynamic lighting, milkyway light,detailed renderings, moonlight"
3518,1325,1315,2449684214,"a portrait of a stunningly beautiful young punk woman in highly detailed gucci blouse ( no gucci logo ) bright pop colors ultra realistic digital painting, rococo, japonisme, artstation, concept art, pop, smooth, sharp focus, illustration, art by mark ryden klimt, lisa frank "
3519,444,441,2344009282,"vulcan, roman god of fire, close - up portrait, powerfull, intricate, elegant, volumetric lighting, scenery, digital painting, highly detailed, artstation, sharp focus, illustration, concept art, ruan jia, steve mccurry "
3520,1273,1263,3087031295,"Haunted dungeon map, D&D map"
3521,953,944,1212021267,"polished rtx | a large ornate futuristic red orb on a muddy rough snowy mountain trail : : concept art by cedric seaut rutkowski and jc park, cgsociety, panfuturism, hard surface modeling, rendered in octane, physically based rendering, rugged "
3522,1653,1637,2512892018,"concept art of fairies ring - around - the - rosey around a giant tree, the branches are on fire, and stars are falling down from the sky, by wlop, artstation, octane render, golden ratio "
3523,1948,1930,2509295103,"Character reference sheet for an OC, digital art"
3524,493,489,1581147478,"portrait of beautiful girl, blue eyes, frozen in ice, by kilart, artgerm, 8 k, hyper detailed, hyper realism, acrylic paint, surrealism, smooth, sharp focus, peter lindbergh, sam spratt, michael page, glenn brown, greg hildebrandt, brian froud, paolo rovers "
3525,1660,1643,1671623679,"A portrait photo of a kangaroo wearing an orange hoodie and blue sunglasses standing on the grass in front of the Sydney Opera House holding a sign on the chest that says Welcome Friends, subject: kangaroo, subject detail: wearing orange hoodie, wearing blue sunglasses, subject location: sydney opera house, subject action: holding sign"
3526,848,840,2985549646,Couple in their early thirties walking down a secluded beach during the golden hour quietly contemplating the newfound beauty discovered inside the other person while growing ever more deeply in trust and love between each other.
3527,88,87,4123867456,"Engineer, high resolution fantasy concept art, realistic, intricate details, soft lighting"
3528,304,302,4107384549,(((((a ramshackle Manhattan brick brownstone deep in the forest))))) by Xu Zheng!!!!!!!!!!!!!!!!!!!!!!!!!!!
3529,1368,1357,1422466647,"Highly detailed portrait of a frostpunk young lady with, freckles and wavy hair by Atey Ghailan, by Loish, by Bryan Lee O'Malley, by Cliff Chiang, by Greg Rutkowski, inspired by image comics, inspired by graphic novel cover art, inspired by nier!! Gradient color scheme  ((grafitti tag brick wall background)), trending on artstation"
3530,1143,1134,3814960696,"a portrait of punisher ( frank castle ), fantasy, sharp focus, intricate, elegant, digital painting, artstation, matte, highly detailed, concept art, illustration, ambient lighting, art by ilya kuvshinov, artgerm, alphonse mucha, and greg rutkowski "
3531,812,804,1646122476,"watercolor painting in style of krenz cushart ilya kuvshinov KyoAni, Makoto Shinkai,Hideaki Anno,Mochiduki Key ,Studio Ghibli, Madhouse, WHITE FOX, Studio Trigger,GAINAX ,Violet Evergarden, Granblue Fantasy, Fate Grand Order,KINMOZA! , Kanamemo , Hanayamata , SHIROBAKO , Yuyushiki , k-on! , Nichijou , Lucky star ,  A-channel , umaru-chan , Nyaruko-san, DEVILMAN , Symphogear ,Claymore , Kiseijuu , Code Geass , Guilty Crown,umamusume,idolmaster,KanColle,Touhou Project,Nier Automata,K-ON,yuruyuri, cygames,,Production I.G ,wit studio,P.A.WORKS,ufotable,mappa,TOEI Animation. cute girls doing cute things trending on artstation pixiv makoto shinkai smiling super detailed eyes eyebrowless symmetry face visual novel.  pixiv fanbox skeb.jp clipstudio medibang ichi-up CGWORLD key visual manga cover"
3532,1591,1577,2008532904,"curved roof planes lift and descend creating shade and architectural expression, highly detailed, situated in the forest, next to a highly reflective lake, marble, vivid color, high resolution photography, mist, luxury "
3533,1249,1239,7878,a application icon 
3534,564,560,1467957828,2 0 1 0 s technologies digital art illustrator 
3535,1471,1459,565952670,"3 d scene of temple portal modelling goddess close - up profile portrait with ram skull. beautiful intricately detailed japanese crow kitsune mask and clasical japanese kimono. betta fish, jellyfish phoenix, bio luminescent, plasma, ice, water, wind, creature, artwork by tooth wu and wlop and beeple and greg rutkowski "
3536,1018,1009,1308548470,"hyperrealism, night background raining, super zoom, goddess close - up portrait real human skeleton ram skull!!!! jellyfish!! phoenix crow wings! giant orchid!! artwork by tooth wu and wlop. octane render, trending on artstation, greg rutkowski cinematic, hyper realism, high detail, octane render, 8 k "
3537,1820,1803,1490635765,A cat in the art style of medieval time
3538,575,571,1002000336, police station underground graffiti Tekkonkinkreet treasure town comics illustration  digital art painting by fanart artstation depth global illumination GI AAA SSS  
3539,203,202,572959154,"hyperrealistic 3 d render skull, the skull is decorated with art deco patterns, hyperrealistic, volumetric lighting, ultra detailed, elegant, octane render, blue and gold, 8 k, trending on artstation, unreal engine "
3540,821,813,3563017796,"a intricate ornate psychedelic image of a ayahuasca god, art by artgerm, alex grey, psychedelic art, visionary art, fractalism, fractals, sacred geometry, trending on artstation, hyperrealistic, highly detailed, cgsociety, octane render, vray, 3 d "
3541,1827,1810,1372838655,Screenshot from the Rick and Morty PlayStation 1 game
3542,419,416,3535678463,"centered portrait of the Shadow King, crown made of shadows, cloak, skull mask, realistic character concept, high fantasy, gothic, dark atmosphere, medium shot, symmetrical face, golden ratio,, cinematic lighting, hyperdetailed, high resolution, insanely detailed and intricate, artstation, Marc Simonetti, Greg Rutkowski, octane render, 8k"
3543,1169,1160,128535183,"flower in the style of Frank Lloyd Wright, intricate detail, trending on artstation"
3544,666,659,3528663838,"Scarlet Witch, au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart"
3545,1945,1927,1776249107,Professional portrait of Ricardo Gareca
3546,1622,1607,4019629882,"painting of an ancient baron in a dark red hood, fantasy, artstation, cgsociety, ultra high detail, stylized, centered, close up shot, profile picture, matte colors"
3547,1694,1677,3529597222,"Landscape of the gods, beautiful stone structures, waterfalls, dark sky, bright moon, amazing lighting, peaceful creatures living in the cozy place"
3548,1294,1284,4113705126,"portrait photograph of divine!!!!!!!!!!!! landscape of rolling hills dotted with flowers, 1 9 9 0 s, taken by martin parr, saturated colour photo, high definition, 8 k "
3549,239,238,844841622,"a robot in class watching a film, part by el claudio bravo, part by greg rutkowski, part by mattias adolfsson, part guilleard, isometric, 3 5 mm, ( ( ( ( volumetric lighting ) ) ) ), oil on canvas "
3550,1547,1535,343958211,"closeup of a hand putting a seed in the dirt, limited neutral palette, by petros afshar, anton fadeev, dean ellis, beautiful graphic full body portrait, propaganda poster art 1 9 7 0 s illustrated advertising art, painterly character design "
3551,564,560,695505701,"dream advertisement for sonic the hedgehog in a surreal, sharp, detailed professional, high quality airbrush art mgmt album cover of a liquid dissolving lsd dmt sonic the hedgehog collecting rings in a psychedelic vortex, purple checkerboard background, 1 9 9 0 s 1 9 9 2 sega genesis video game album cover "
3552,194,193,3654914885,"an extremely high quality hd surrealism warm painting of 4 d perspective neon complimentary - colors cartoon surrealism melting sculpture composition of zaha hadid biological anatomical peacock mantis shrimp by a much more skilled version of kandinskypicasso and salvia dali the fourth, salvador dali's much much much much more talented painter cousin, 8 k, ultra realistic, chess, tunnels "
3553,1376,1365,2498094335,"Skull art by Beksinski and Rutkowski, low perspective, centered in a desolate landscape with ominous stormcloud sky, 4K, cinematic, epic lighting, UHD, HDR"
3554,209,208,2159604366,"Necromancer Sorceress in center, fantasy magic, undercut hairstyle, dark light night, intricate, elegant, sharp focus, illustration, highly detailed, digital painting, concept art, matte, art by WLOP and Artgerm and Greg Rutkowski and Alphonse Mucha, masterpiece"
3555,953,944,3714259718,"intricate detail, hyper detail, lady of elche, inanna, enchantress of antiquity, yemaya sybil, nefertiti hazel green eyes, aqua eyebrows, neon aqua rapunzel dreadlocks, detailed, sandro botticelli, gaston bussiere, gilbert williams, h. r. giger, richard hescox, masterpiece, sharp focus, "
3556,1664,1647,2572231167,"nature by eero saarinen, biopunk thermal imaging retrowave nature morning sun magic realism fantasy darkacademia desert san andreas steampunk, archdaily, wallpaper, highly detailed, trending on artstation. "
3557,946,937,3587408895,geometric polygon portrait in the style of anton fadeev and marevna
3558,288,287,4075403354,"ultra realistic knight princess closeup, gorgeous symmetric face and body, partially skeleton, dramatic combat pose, glowing eyes, blush skin with freckles, long flowy hair, in the middle of arctic desert, sci - fi, fantasy, intricate, elegant, highly detailed, trending on artstation, concept art, smooth, sharp focus, octane render, dramatic volumetric lighting, inner glow, art by tian zi and artgerm and xiaoguang sun and giger, by wlop "
3559,1604,1590,123450589,"a wholesome animation key shot of a random sunny postapocalyptic panorama, studio ghibli, pixar and disney animation, sharp, rendered in gouache painting, anime gouache key art by greg rutkowski, bloom, dramatic, dynamic lighting "
3560,1977,1959,3919113102,"incredible, mindblowing beautiful of obama, matte painting, artstation, cgsociety, dramatic lighting, concept art, octane render, arnold 3 d render "
3561,280,279,1151101679,"miku drinks coca - cola ， anime key visual, digital art, anime screenshot, kyoto animation, makoto shinkai, trending on pixiv "
3562,1268,1258,4073410559,"a gunboat by Zdzisław Beksiński, oil on canvas"
3563,182,181,2530845137,"studio shot of green apple shaped like a cube, isometric perspective, green backgroun"
3564,1826,1809,377761151,"giza pyramids, fog, blue and green colors, fantasy art"
3565,1852,1835,1224122406,"side - profile portrait, maya ali mage, gloomhaven, dynamic lighting, gaudy colors, octane render aesthetic, matte painting concept art, official fanart behance hd artstation by jesper ejsing, by rhads and makoto shinkai and lois van baarle and ilya kuvshinov and rossdraw "
3566,1820,1803,3656382975,"a stunning background of an Osaka shopping district by Studio Ghibli, masterpiece, hyper-detailed, golden hour"
3567,1494,1482,2439736063,"giant steampunk airship flying above the city, steampunk metropolis, fantasy art by Jan Urschel and greg rutkowski, epic fantasy art, 4k, sunset lighting"
3568,488,484,3194675243,"emerald trophy, photography"
3569,1505,1493,232154956,"deulux paint by artstation, deviantart, artfol, artslant artbox, cgsociety, gfxartist, artful, zatista, artpal, instagram, blendernation, frank stella, beeple, giger, kopera, zawadzki, synth - wave, hyperrealism, futurism 4 k, octane render "
3570,1637,1621,467640600,"caitlyn, from league of legends, au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, fluorescent skin, unreal engine 5 rendered, octane rendered, art style by jules bastien - lepage and gaston bussiere and sleepy sheep and wlop and james christensen "
3571,488,484,3889551103,"realistic detailed face portrait of Mata Hari by Alphonse Mucha, Ayami Kojima, Amano, Charlie Bowater, Karol Bak, Greg Hildebrandt, Jean Delville, and Mark Brooks, Art Nouveau, Neo-Gothic, gothic, rich deep colors"
3572,938,929,1348256686,Keanu Reeves teaches Sasuke how to chidori illustrated by Kishimoto highly detailed pen and ink manga panel
3573,165,164,567298293,"bright red oil painting of a rooster, Vincent van Gogh"
3574,452,449,73971963,"angevin empress, d & d, fantasy, highly detailed, portrait, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve "
3575,485,481,361945375,"Product Introduction Photos, 4K, Full body, 80mm resin detailed miniature of a savage tribe girl, Sitting on a miniature stone"
3576,1967,1949,2049276118,"a wardrobe with one of its doors open with winter inside it, luxurious bedroom with wooden floor and sunbeams streaming through the window "
3577,348,346,2088388032,"symmetric!! octane render, epic, steampunk passageway to another dimension in the deep sea, surreal, aqua blue, huge ， highly detailed, artstation, smooth,, smooth, sharp focus, illustration, warm top light ， concept art by raphael lacoste ， artgerm and john berkey, dream, digital painting, artstation, 8 k"
3578,510,506,870160705,"a render of a beautiful utopian futuristic city by gal barkin, octane render, sci - fi, trending on cgsociety, fantasy "
3579,1758,1741,378253104,"a beautifull intricate watercolor painting of greenhouse with many flowers, reflexions, verry high details, colorfull, by william turner art, by greg rutkowski, by alphonse mucha, by james jean, by rossdraws, by frank franzzeta, by sakimichan, trending on artstation, very very detailed, masterpiece, "
3580,929,920,4290540411,"a wide shot of a starship floating in space with an undersized devil's tower integrated into the structure of the ship, cinematic lighting, detailed, cell shaded, 4 k, warm colours, concept art, by wlop, ilya kuvshinov, artgerm, krenz cushart, greg rutkowski, pixiv. cinematic dramatic atmosphere, sharp focus, volumetric lighting, cinematic lighting, studio quality "
3581,202,201,135738294,"a detailed photo of a xenomorph by zach sutton and tom bagshaw, side profile, xenomorph surrounded by colorful flowers, 2 4 mm lens, deviantart, 8 k, pinterest, featured in alien movie franchise "
3582,1811,1794,2738725525,"Rukia Kutchkis Powered Up Final Form, detailed, centered, digital painting, artstation, concept art, donato giancola, Joseph Christian Leyendecker, WLOP, Boris Vallejo, Breathtaking, 8k resolution, extremely detailed, beautiful, establishing shot, artistic, hyperrealistic, beautiful face, octane render, cinematic lighting, dramatic lighting, masterpiece"
3583,402,399,1642408118,"Japanese Torii in a colorful moutain with beautiful trees ,morning , by studio ghibli painting, superior quality,by Joaquin Sorolla rhads Leyendecker, by Ohara Koson and Thomas Kinkade, masterpiece,  traditional Japanese colors, by Grzegorz Rutkowski, concept art"
3584,751,744,2419662396,"the middle of happiness, dreampunk romanticism artwork "
3585,1265,1255,4096175103,beautiful print of the U.S. Capitol bathed in moonlight by Hasui Kawase and Lyonel Feininger.
3586,251,250,1727437300,detailed painting of a molecule's life perspective 
3587,284,283,2933838016,"an extensive matte painting with high detail above a sci - fi victorian megacity with dramatic lighting and dramatic sky by tyler edlin and sparth, 4 k, vray, art nouveau influences. roger deakins, cinematic cinematography. "
3588,693,686,1482282584,"painting by sargent and leyendecker and greg hildebrandt savrasov levitan polenov, studio ghibly style mononoke, huge old ruins, middle earth above the layered low clouds road between forests trees sunrise sea bay view faroe azores overcast storm masterpiece "
3589,619,615,3094811911,"very very beautiful portrait photo of 3d Mark Zuckerberg face made from primitive objects, Perfect face, extremely high details, realistic, by Giuseppe Arcimboldo, Edward Hopper, Rene Margitte, "
3590,801,794,1603251092,"photograph of hyperrealistic hyperdetailed ancient face in a tree covered with bark and moss, dark mysterious forest at sunset "
3591,1590,1576,3304646399,"Turtles playing Blackjack, digital art"
3592,726,719,91246637,"old damaged polaroid photograph of a beautiful humanoid, blue eyes, 3 5 mm, highly detailed, photorealistic, light leaks, atmospheric, high resolution, 4 k "
3593,1422,1410,419333552,"Tom Holland as Nathan Drake, western, D&D, fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, art by Artgerm and Greg Rutkowski and Alphonse Mucha"
3594,1505,1493,1027849006,"wide angle full body portrait shot of a beautiful geisha wearing flowing colourful clothes, alphonse mucha, rhads, ross tran, artstation, artgerm, octane render, 1 6 k "
3595,1370,1359,1402397150,"a portrait photo of angela merkel as the star wars imperator, 8k"
3596,1794,1777,1025516054,"hyperrealistic portrait of emma watson as a a nymph, sapphire butterfly jewellery, snakes emerging from mystic fog smoke, above the clouds skyscrapers. by jeremy mann, fantasy art, photo realistic, dynamic lighting, artstation, poster, volumetric lighting, 4 k, award winning "
3597,1769,1752,716629703,a victo ngai and katayama bokuyo art work. a close up view of a grace deer in the fog and clouds. waves of stars. ultra clear detailed. 
3598,1660,1643,2763997695,"🍄🏢digital Art, Greg rutkowski, Trending artstation,cinematic"
3599,1905,1887,2760660651,"peter dinklage as princess leia, digital painting, extremely detailed, 4 k, intricate, brush strokes, mark arian, artgerm, bastien lecouffe - deharme "
3600,1263,1253,1671362860,"City lights at night with a lot of people walking, street lights, cars, digital art trending on artstation by Jeremy Mann"
3601,530,526,4247860991,"The spaceship of refugees approaches a distant planet Terminus, detailed, sci-fi, realistic"
3602,897,889,515522783,"An extremely detailed photo of Ariana Grande in the Star Wars universe with two pink lightsabers held in each hand. Maximum detail on artstation, photo realism, vivd details, vivd colour, volumetric lighting. anime art style"
3603,544,540,2859388202,"photo environement post futurist cinema : 4, 4 k rtx hdr volume light concept studio matte painting environement digital illustration style art that looks like it is from borderlands and by feng zhu and loish and laurie greasley, victo ngai, andreas rocha, john harris by jesper ejsing, by rhads, makoto shinkai and lois van baarle"
3604,1366,1355,3851049347,"Valley of the Mushroom Gods; Art Direction by James Cameron; epic dream state; grand; severe, awe-inspiring landscapes"
3605,1192,1182,4121796216,"a ( ( ( ( ( maine coon kitten ) ) ) ) ) in mandolorian ( tv ) artwork themed shower curtain, shower curtain. digital art. product photography. product lighting. 4 k, highly detailed. saturated. pixar 3 d. "
3606,1288,1278,2634775366,"interior background : { near the window, rainy outside }, illustration concept art anime key visual trending pixiv fanbox by wlop and greg rutkowski and makoto shinkai and studio ghibli "
3607,1140,1131,1626117613,"red blue robot cop ninja mask helmet metalgear solidsnake pose training suit swat heros by artist dayer diego and kojima and aramaki shinji by konami, design by mark ryden and pixar and hayao miyazaki, unreal 5, daz, hyperrealistic, octane render, cosplay, rpg portrait, dynamic lighting, intricate detail, harvest fall vibrancy, cinematic illustration character design concept the phantom pain cosplay sniper wolf "
3608,859,851,3692548607,"An immense, mysterious obelisk, hangs in the sky over london, shot from helicopter, stunning photo, cinematic lighting, perfect composition, 8K, ultra-detailed , Trending on artstation, Octane render, Unreal Engine, highly detailed,"
3609,14,13,1179235035,"amazing subsurface scattering, scientists creating an artificial alien highly detailed futuristic biomechanical thick quad wing combat spaceship constuction in a laboratory, 4 k, octane render, overhead lighting, photorealistic, art by john collier and albert aublet and krenz cushart and artem demura and alphonse mucha, "
3610,1658,1641,3443198625,"a astronaut eva suit covered in diamond 3d mandelbulb 3d fractal lace iridescent bubble 3d skin +, camera appendage stalks+helmet clear brain case see through ,in a jumping float pose ,blobby holographic shrink wrap bubble,opal ruby diamond iridescent fractal lace bubble materials, xreality ceramic age,monolithic retro futuristic ,water , covered with insectoid compound eye camera lenses,neutron, made of wax and water floats through the living room, film still from the movie directed by Denis Villeneuve with art direction by Salvador Dalí, wide lens,"
3611,1185,1175,791368363,"underwater view of a lake on the moon, the earth can be seen above, 4 k photography "
3612,1483,1471,439079102,"Nature Goddess, ambient lighting, 4k, josephine wall, alphonse mucha, lois van baarle, ilya kuvshinov, rossdraws"
3613,1218,1208,2971955998,The Dutch
3614,1969,1951,1539874962,"the official painting of prince william and bella hadid's royal wedding, showing the skill of artists gaston bussiere, craig mullins, j. c. leyendecker 8 k, watercolor, royal painting, painting, traditional art, royal wedding "
3615,926,917,1209032454,"portrait shot of a zombie warrior in a scenic dystopian environment, intricate, elegant, highly detailed, centered, digital painting, artstation, concept art, smooth, sharp focus, illustration, artgerm, tomasz alen kopera, peter mohrbacher, donato giancola, joseph christian leyendecker, wlop, boris vallejo "
3616,1506,1494,1208693783,"a full painting of a trophy with flying owl on the top, 3 d render, max details, 8 k resolution, intricate art nouveau, lighting, by octane render. ami ami. "
3617,1451,1439,3911119682,"portrait of alucard, baroque style, elegant, beautiful, mesmerizing, concept art, fancy clothing, highly detailed, artstation, behance, deviantart, inspired by innocent manga, inspired by castlevania symphony of the night concept art, trending, ayami kojima, shinichi sakamoto "
3618,481,477,858641471,"Spiderman profile picture by Sachin Teng, asymmetrical, Organic Painting , Matte Painting, geometric shapes, hard edges, graffiti, street art:2 by Sachin Teng:4"
3619,392,389,3829646597,Valentino advertising campaign
3620,478,474,1014023205,"The Princess of Bones by Karol Bak, Jean Deville, Gustav Klimt, and Vincent Van Gogh, portrait of a porcelain princess wearing a crown, porcelain ball-joint doll face with blue painted tattoos, pale blue eyes, mystic eye, otherworldly, crown made of bones, ornate jeweled crown, skulls, fractal structures, arcane, inscribed runes, infernal relics, ornate gilded medieval icon, third eye, spirals"
3621,947,938,484351679,"seasoned marble statue of marble astronaut on top of hill covered by lichen in jungles and mountains and pyramids by Amandine Van Ray, detailed, painting, matte, 4k resolution"
3622,1308,1298,120796195,"breathtaking detailed concept art painting of the goddess of flamingo, orthodox saint, with anxious, piercing eyes, ornate background, amalgamation of leaves and flowers, by Hsiao-Ron Cheng and John James Audubon and Miho Hirano, extremely moody lighting, 8K"
3623,1920,1902,3958762430,"a mother age 5 4 playing a casino slots game, beautiful face, behance hd by jesper ejsing, by rhads, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws global illumination "
3624,1145,1136,575528716,a film still of a waman called tracer from overwatch in baywatch ( 1 9 8 9 ) 
3625,1423,1411,587827331,"The Street of Lisbon featuring a french mansion by Alphonse Mucha, film still from the movie directed by Wes Anderson with art direction by Zdzisław Beksiński, wide lens"
3626,736,729,833442218,"three beautiful finnish norwegian swedish scandinavian attractive vintage glamour models wearing 1 7 th century french off - the - shoulder neckline bodice with low neckline walking in the field in a sunny day, jodhpurs greg manchess painting by sargent and leyendecker, studio ghibli fantasy medium shot asymmetrical intricate elegant matte painting illustration hearthstone, by greg rutkowski by greg tocchini by james gilleard "
3627,1735,1718,3225246975,"a magical and exquisite fantasy illustration of a faceted crystal ball fractal in water + prism + god rays + dramatic lightning + backlit + specular highlights + ambient occlusion + global illumination + bump map + reflective + caustics + refractive + unreal engine 5 + DOF + sharp focus, digital artwork by Peter Mohrbacher and Ash Thorp"
3628,1578,1565,2604957504,The Weeknd wearing custom Balenciaga
3629,1629,1613,1394121068,"azulejo blueoil texture pbr materials procedural tile patern substance photo game cg textures. com gametextures studio resource image handpaint artgerm alena aenami artworks in 4 k beeple, by thomas kinkade hearstone league of legends dofus overwatch "
3630,776,769,3795815423,"spectrogram waveform, detailed, 8k"
3631,1343,1332,3450492872,"a masterpiece oil painting of a proud horse galloping alone. wide angle, fantasy art, alex ross, heroic lighting, very very very beautiful raytraced rendering "
3632,209,208,3053424125,"benjamin nethanyahu as gtv v cover art, loading screen by Stephen bliss"
3633,1763,1746,2670501057,alternate historical event modern world without wheels artstation digital art high detail 4 k ultra detailed stylish art 
3634,993,984,2731020031,concept art of a horse riding on the astronaut
3635,1503,1491,1836906122,"futuristic solarpunk metropolis, highly detailed crystal temples and gemstone relics, gold relics, digital painting, solid cube of light, hard edges, artstation, sharp focus, illustration, 8 k, highly detailed, aerial view "
3636,209,208,1575235083,"Thom Yorke lost, a photo by John E. Berninger, ultrafine detail, chiaroscuro, private press, associated press photo, angelic photograph, masterpiece"
3637,1125,1116,2185969147,"cute fashion in the year 2 0 3 2, hyperrealistic, trending on artstation, artstation, sharp focus, digital painting "
3638,1328,1318,1038146123,", alternate reality landscape fairytale digital art, irina french, heraldo ortega, mandy jurgens, golden ratio, art canvas, award winning, masterpiece trending on artstation 8 k 1 5 0 mpx "
3639,1734,1717,1802133836,"Beautiful digital painting portrait of relaxed skeleton walking on the tropical beach with (nuclear bomb explosion in the background)!!!, by James Gurney, high quality, trending on Artstation, realistic, tropical color scheme, anatomically correct skeleton, high coherence, clear blue sky"
3640,1097,1088,3351527021,"a market in hong kong painting stylized digital illustration video game icon global illumination ray tracing neon that looks like it is from borderlands and by feng zhu and loish and laurie greasley, victo ngai, andreas rocha, john harris "
3641,1030,1021,332222044,worker and actress saying goodbye by alfred stevens 
3642,1767,1750,800197158,"portrait art of smiling elegant girl emma stone in summer outfit at russian village, birch trees, art by studio ghibli, makoto shinkai, trending on artstation, intricate details "
